text,label
lambda$getOrderList$0 - [com.aspect.workorder.model.servicerequest.ServiceRequest] - java.lang.Long - [com.aspect.workorder.model.servicerequest.ServiceRequest:getRequesterId],0
handleMethodArgumentNotValid - [org.springframework.web.bind.MethodArgumentNotValidException  org.springframework.http.HttpHeaders  org.springframework.http.HttpStatus  org.springframework.web.context.request.WebRequest] - org.springframework.http.ResponseEntity - [org.springframework.web.bind.MethodArgumentNotValidException:getBindingResult  org.springframework.validation.FieldError:getField  java.lang.StringBuilder:append  java.lang.StringBuilder:append  org.springframework.web.bind.MethodArgumentNotValidException:getBindingResult  org.springframework.validation.FieldError:getDefaultMessage  java.lang.StringBuilder:append  java.lang.StringBuilder:toString],0
compare - [com.aspect.workorder.model.servicerequest.ServiceRequest  com.aspect.workorder.model.servicerequest.ServiceRequest] - int - [com.aspect.workorder.model.servicerequest.ServiceRequest:getRequestType  com.aspect.workorder.model.servicerequest.ServiceRequest:getRequestType  com.aspect.workorder.model.servicerequest.ServiceRequest:getRank  com.aspect.workorder.model.servicerequest.ServiceRequest:getRank  com.aspect.workorder.model.servicerequest.ServiceRequest:getTimeOfRequest  java.lang.Long:longValue  com.aspect.workorder.model.servicerequest.ServiceRequest:getTimeOfRequest  java.lang.Long:longValue  java.lang.Long:longValue  java.lang.Long:longValue  com.aspect.workorder.utility.RankingComparator:compare],0
values - [] - com.aspect.workorder.utility.RequestType[] - [com.aspect.workorder.utility.RequestType[]:clone],0
test_INITIAL_QUEUE_SIZE - [] - void - [java.lang.Integer:equals],0
test_RESPONSE_HEADER_APP_DIAGNOSTIC - [] - void - [java.lang.String:equals],0
test_CONTENT_TYPE_APPLICATION_JSON - [] - void - [java.lang.String:equals],0
test_RESOURCE_PATH_WORK_ORDER - [] - void - [java.lang.String:equals],0
test_WORK_ORDER_OPR_AVG_WAIT_TIME - [] - void - [java.lang.String:equals],0
test_WORK_ORDER_OPR_GET_POSITION - [] - void - [java.lang.String:equals],0
test_WORK_ORDER_OPR_REMOVE - [] - void - [java.lang.String:equals],0
test_WORK_ORDER_OPR_GET_ORDER_LIST - [] - void - [java.lang.String:equals],0
test_WORK_ORDER_OPR_REMOVE_NEXT_ORDER - [] - void - [java.lang.String:equals],0
test_WORK_ORDER_OPR_ADD_ORDER - [] - void - [java.lang.String:equals],0
test_MSG_REQUEST_WAS_NOT_ADDED_IN_THE_QUEUE - [] - void - [java.lang.String:equals],0
test_MSG_REQUEST_WAS_ADDED_IN_THE_QUEUE - [] - void - [java.lang.String:equals],0
test_MSG_THE_QUEUE_IS_EMPTY - [] - void - [java.lang.String:equals],0
test_MSG_NO_REQUEST_WAS_FOUND_FOR_ID - [] - void - [java.lang.String:equals],0
test_MSG_DEQUEUED_REQUEST_WITH_REQUESTER_ID - [] - void - [java.lang.String:equals],0
test_ERR_MSG_REQUESTER_ID_CAN_NOT_BE_NULL - [] - void - [java.lang.String:equals],0
test_ERR_MSG_REQUESTER_ID_CAN_HAVE_MAXIMUM_19_DIGITS_AND_NO_DECIMALS - [] - void - [java.lang.String:equals],0
test_ERR_MSG_TIME_OF_REQUEST_CAN_NOT_BE_NULL - [] - void - [java.lang.String:equals],0
test_ERR_MSG_TIME_OF_REQUEST_CAN_HAVE_MAXIMUM_19_DIGITS_AND_NO_DECIMALS - [] - void - [java.lang.String:equals],0
test_ERR_MSG_PROVIDE_A_VALID_NUMERIC_ARGUMENT_FOR_REQUESTER_ID - [] - void - [java.lang.String:equals],0
test_ERR_MSG_PROVIDE_A_VALID_NUMERIC_ARGUMENT_FOR_TIME_OF_REQUEST - [] - void - [java.lang.String:equals],0
<clinit> - [] - void - [java.lang.Class:desiredAssertionStatus],0
testServiceRequestDAO - [] - void - [org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableObjectAssert:as  org.assertj.core.api.ProxyableObjectAssert:isNotNull  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableObjectAssert:as  org.assertj.core.api.ProxyableObjectAssert:isInstanceOf  com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:getServiceRequestByIdMap  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableMapAssert:as  org.assertj.core.api.ProxyableMapAssert:isInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
testEnque - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:enque  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  org.assertj.core.api.SoftAssertions:assertAll],0
testDeque_whenQueueIsEmpty - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:getQueue  com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:deque  java.util.Optional:isPresent  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isFalse  org.assertj.core.api.SoftAssertions:assertAll],0
testDeque_whenQueueIsNotEmpty - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:enque  com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:deque  java.util.Optional:isPresent  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.OptionalAssert:as  org.assertj.core.api.OptionalAssert:isInstanceOf  java.util.Optional:get  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.AbstractComparableAssert:as  org.assertj.core.api.AbstractComparableAssert:isInstanceOf  java.util.Optional:get  com.aspect.workorder.model.servicerequest.ServiceRequest:getRequesterId  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.LongAssert:as  org.assertj.core.api.LongAssert:isInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
testRemove - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:enque  com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:remove  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  org.assertj.core.api.SoftAssertions:assertAll],0
testRemove_requestNotPresentInQueue - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:remove  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isFalse  org.assertj.core.api.SoftAssertions:assertAll],0
testGetQueue - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:enque  com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:getQueue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableListAssert:as  org.assertj.core.api.ProxyableListAssert:isInstanceOf  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.IntegerAssert:as  org.assertj.core.api.IntegerAssert:isGreaterThan  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.AbstractComparableAssert:as  org.assertj.core.api.AbstractComparableAssert:isInstanceOf  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  org.assertj.core.api.SoftAssertions:assertAll],0
testGetServiceRequestByIdMap - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:getServiceRequestByIdMap  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableMapAssert:as  org.assertj.core.api.ProxyableMapAssert:isNotNull  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableMapAssert:as  org.assertj.core.api.ProxyableMapAssert:isInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
lambda$testDeque_whenQueueIsEmpty$0 - [com.aspect.workorder.model.servicerequest.ServiceRequest] - void - [com.aspect.workorder.model.servicerequest.ServiceRequest:getRequesterId  com.aspect.workorder.dao.RankedServiceRequestQueueDAOImpl:remove],0
testServiceRequestQueue - [] - void - [org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableObjectAssert:as  org.assertj.core.api.ProxyableObjectAssert:isNotNull  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableObjectAssert:as  org.assertj.core.api.ProxyableObjectAssert:isInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
testGetPQ - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueue:getQueue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableIterableAssert:as  org.assertj.core.api.ProxyableIterableAssert:isNotNull  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableIterableAssert:as  org.assertj.core.api.ProxyableIterableAssert:isInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
testGetPQ_priorityIsCorrect - [] - void - [com.aspect.workorder.dao.RankedServiceRequestQueue:getQueue  java.util.concurrent.PriorityBlockingQueue:add  java.util.concurrent.PriorityBlockingQueue:add  java.util.concurrent.PriorityBlockingQueue:add  java.util.concurrent.PriorityBlockingQueue:add  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableIterableAssert:as  org.assertj.core.api.ProxyableIterableAssert:isNotNull  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableIterableAssert:as  org.assertj.core.api.ProxyableIterableAssert:isInstanceOf  java.util.concurrent.PriorityBlockingQueue:peek  java.util.concurrent.PriorityBlockingQueue:poll  com.aspect.workorder.model.servicerequest.ServiceRequest:getRank  java.lang.Long:longValue  java.lang.Long:longValue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  org.assertj.core.api.SoftAssertions:assertAll],0
testGetRequest_Normal - [] - void - [org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.AbstractComparableAssert:as  org.assertj.core.api.AbstractComparableAssert:isExactlyInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
testGetRequest_Priority - [] - void - [org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.AbstractComparableAssert:as  org.assertj.core.api.AbstractComparableAssert:isExactlyInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
testGetRequest_VIP - [] - void - [org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.AbstractComparableAssert:as  org.assertj.core.api.AbstractComparableAssert:isExactlyInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
testGetRequest_Management - [] - void - [org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.AbstractComparableAssert:as  org.assertj.core.api.AbstractComparableAssert:isExactlyInstanceOf  org.assertj.core.api.SoftAssertions:assertAll],0
testAddOrder_withOneRequest - [] - void - [org.springframework.boot.test.web.client.TestRestTemplate:postForEntity  org.springframework.http.ResponseEntity:getBody  org.springframework.http.ResponseEntity:getStatusCodeValue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.IntegerAssert:as  org.assertj.core.api.IntegerAssert:isEqualTo  com.aspect.workorder.model.response.ordergiftresponse.WorkOrderResponse:getSuccess  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  com.aspect.workorder.model.response.ordergiftresponse.WorkOrderResponse:getMessage  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.StringAssert:as  org.assertj.core.api.StringAssert:isEqualTo  org.assertj.core.api.SoftAssertions:assertAll],0
testAddOrder_withTwoRequestWithDifferentIds - [] - void - [org.springframework.boot.test.web.client.TestRestTemplate:postForEntity  org.springframework.http.ResponseEntity:getBody  org.springframework.boot.test.web.client.TestRestTemplate:postForEntity  org.springframework.http.ResponseEntity:getBody  org.springframework.http.ResponseEntity:getStatusCodeValue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.IntegerAssert:as  org.assertj.core.api.IntegerAssert:isEqualTo  com.aspect.workorder.model.response.ordergiftresponse.WorkOrderResponse:getSuccess  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  com.aspect.workorder.model.response.ordergiftresponse.WorkOrderResponse:getMessage  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.StringAssert:as  org.assertj.core.api.StringAssert:isEqualTo  org.springframework.http.ResponseEntity:getStatusCodeValue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.IntegerAssert:as  org.assertj.core.api.IntegerAssert:isEqualTo  com.aspect.workorder.model.response.ordergiftresponse.WorkOrderResponse:getSuccess  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  com.aspect.workorder.model.response.ordergiftresponse.WorkOrderResponse:getMessage  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.StringAssert:as  org.assertj.core.api.StringAssert:isEqualTo  org.assertj.core.api.SoftAssertions:assertAll],0
testAddOrder_twoRequestFromSameId - [] - void - [org.springframework.boot.test.web.client.TestRestTemplate:postForEntity  org.springframework.http.ResponseEntity:getBody  org.springframework.boot.test.web.client.TestRestTemplate:postForEntity  org.springframework.http.ResponseEntity:getHeaders  org.springframework.http.HttpHeaders:get  org.springframework.http.ResponseEntity:getStatusCodeValue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.IntegerAssert:as  org.assertj.core.api.IntegerAssert:isEqualTo  com.aspect.workorder.model.response.ordergiftresponse.WorkOrderResponse:getSuccess  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.BooleanAssert:as  org.assertj.core.api.BooleanAssert:isTrue  com.aspect.workorder.model.response.ordergiftresponse.WorkOrderResponse:getMessage  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.StringAssert:as  org.assertj.core.api.StringAssert:isEqualTo  org.springframework.http.ResponseEntity:getStatusCodeValue  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.IntegerAssert:as  org.assertj.core.api.IntegerAssert:isEqualTo  org.assertj.core.api.SoftAssertions:assertThat  org.assertj.core.api.ProxyableListAssert:as  org.assertj.core.api.ProxyableListAssert:contains  org.assertj.core.api.SoftAssertions:assertAll],0
<clinit> - [] - void - [java.lang.Class:desiredAssertionStatus],0
