text,label
WithdrawBtnActionPerformed - [java.awt.event.ActionEvent] - void - [javax.swing.JTextField:getText  javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.String:getBytes  javax.swing.JTextField:getText  javax.swing.JTextField:getText  java.net.DatagramSocket:send  java.net.DatagramPacket:getData  java.net.DatagramPacket:getLength  java.net.DatagramSocket:close],0
TransferBtnActionPerformed - [java.awt.event.ActionEvent] - void - [javax.swing.JTextField:getText  javax.swing.JTextField:getText  javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.String:getBytes  javax.swing.JTextField:getText  javax.swing.JTextField:getText  java.net.DatagramSocket:send  java.net.DatagramPacket:getData  java.net.DatagramPacket:getLength  java.net.DatagramSocket:close],0
QueryBtnActionPerformed - [java.awt.event.ActionEvent] - void - [javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  javax.swing.JTextField:getText  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.String:getBytes  javax.swing.JTextField:getText  javax.swing.JTextField:getText  java.net.DatagramSocket:send  java.net.DatagramSocket:receive  java.net.DatagramPacket:getData  java.net.DatagramPacket:getLength  java.lang.String:split  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.String:equals  java.lang.String:equals  javax.swing.JTextField:getText  java.lang.String:equals  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.net.DatagramSocket:close],0
btnFailActionPerformed - [java.awt.event.ActionEvent] - void - [java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.String:getBytes  javax.swing.JTextField:getText  javax.swing.JTextField:getText  java.net.DatagramSocket:send  java.net.DatagramPacket:getData  java.net.DatagramPacket:getLength  java.net.DatagramSocket:close],0
ProcessPacket - [java.lang.String] - void - [java.lang.String:trim  java.io.PrintStream:println  java.lang.String:split  java.lang.String:equals  java.lang.String:equals  javax.swing.JTextField:setText  javax.swing.JTextField:setText],0
equals - [java.lang.Object] - boolean - [java.lang.String:equals],0
hashCode - [] - int - [java.lang.String:hashCode],0
getBranches - [] - java.lang.String - [java.util.HashMap:entrySet  java.lang.String:length  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.HashMap:entrySet  java.lang.String:length  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.String:length  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.String:length  java.lang.StringBuilder:append  java.lang.StringBuilder:toString],0
addComm - [Branch] - void - [java.util.HashMap:containsKey  java.io.PrintStream:println  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.util.HashMap:put],0
addOutEdge - [Branch] - void - [java.util.HashMap:containsKey  java.io.PrintStream:println  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.util.HashMap:put],0
addInEdge - [Branch] - void - [java.util.HashMap:containsKey  java.io.PrintStream:println  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.util.HashMap:put],0
toString - [] - java.lang.String - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString],0
run - [] - void - [java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.util.Hashtable:entrySet  Branch_Server:transmit_alive  Branch:isAlive  Branch_Server:restore_cluster  Branch:setAlive],1
<init> - [java.lang.String  int] - void - [java.lang.Class:getName  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.util.logging.Logger:addHandler  java.util.logging.Logger:setLevel  java.util.logging.Logger:setLevel  java.util.logging.FileHandler:setFormatter  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log],0
addToCluster - [Branch] - void - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.util.Hashtable:put],0
addOutEdge - [Branch] - void - [java.util.HashMap:containsKey  java.util.HashMap:put],0
addInEdge - [Branch] - void - [Branch:getName  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:fine  java.util.HashMap:containsKey  java.io.PrintStream:println  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.util.HashMap:put],0
start - [] - void - [java.lang.Thread:start  java.lang.Thread:start  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log],0
process_input - [java.lang.String] - java.lang.String - [java.lang.String:split  java.lang.String:trim  java.lang.String:charAt  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.String:equals  Branch_Server:withdrawal  Branch_Server:UpdateToBackups  java.lang.String:equals  Branch_Server:fakecrash  java.lang.String:equals  Branch_Server:deposit  Branch_Server:UpdateToBackups  java.lang.String:equals  Branch_Server:transfer  Branch_Server:UpdateToBackups  java.lang.String:equals  Branch_Server:startSnapshot  java.lang.String:equals  Branch_Server:query  java.util.logging.Logger:log  java.lang.String:equals  Branch_Server:UpdateToBackups  java.lang.String:equals  Branch_Server:markerMessage  java.lang.String:equals  Branch_Server:transfer  Branch_Server:UpdateToBackups  java.lang.String:equals  Branch_Server:peer_acknowledge  java.lang.String:equals  java.util.logging.Logger:log  Branch_Server:sendState  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.String:equals  Branch_Server:queryMasterRespond  java.lang.StringBuilder:append  java.lang.StringBuilder:toString],0
UpdateToBackups - [java.lang.String] - void - [java.util.Hashtable:values  java.util.Hashtable:size  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  NetworkWrapper:send  java.lang.Exception:toString  java.util.logging.Logger:log],0
peer_acknowledge - [java.lang.String] - java.lang.String - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:info  java.util.Hashtable:get  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  Branch:setAlive],0
restore_cluster - [] - void - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.util.Hashtable:entrySet  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  Branch_Server:transmit_alive  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  Branch_Server:determine_master  Branch_Server:clear_peer_status],0
clear_peer_status - [] - void - [java.util.Hashtable:entrySet  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  Branch:setAlive],0
determine_master - [] - void - [java.util.Hashtable:entrySet  Branch:isAlive  java.lang.StringBuilder:append  java.lang.StringBuilder:append  Branch:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  Branch:isAlive  java.lang.StringBuilder:append  java.lang.StringBuilder:append  Branch:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:append  Branch:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:append  Branch:toString  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  ServerThread:sendToGUI  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println],0
transmit_alive - [Branch] - void - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.util.logging.Logger:log  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  NetworkWrapper:send  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log],0
fakecrash - [] - java.lang.String - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.util.HashMap:clear  ServerThread:closeSocket  Branch_Server:wakeup],0
wakeup - [] - void - [java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  ServerThread:bindSocket  java.util.Hashtable:values  Branch_Server:queryMaster  Branch_Server:requestState  java.util.logging.Logger:log  Snapshot:getAccounts  java.util.ArrayList:iterator  java.util.HashMap:put],0
sendState - [] - java.lang.String - [java.util.HashMap:values  java.util.ArrayList:add  Snapshot:getMessage],0
queryMaster - [Branch] - Branch - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  NetworkWrapper:send  java.lang.String:trim  java.lang.String:substring  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log  java.lang.String:substring  java.util.Hashtable:get],0
queryMasterRespond - [] - java.lang.String - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:log],0
requestState - [Branch] - java.lang.String - [NetworkWrapper:send],0
startSnapshot - [] - java.lang.String - [Branch_Server:transmitMarker  Branch_Server:handleMarker],0
handleMarker - [Branch  Branch  int] - void - [java.util.HashMap:containsKey  java.util.HashMap:values  java.util.ArrayList:add  Snapshot:getName  java.util.HashMap:put  java.util.HashMap:get  Branch:getName  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.lang.StringBuilder:append  Branch:getName  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.logging.Logger:info  java.io.PrintStream:println  Snapshot:addMarker  java.util.HashMap:values  Snapshot:isFinished  java.io.PrintStream:println  java.io.PrintStream:println  Branch_Server:sendGUISnapshot],0
snapExists - [Branch  int] - boolean - [java.util.HashMap:containsKey],0
notifySnapshots - [Account  Account  float] - void - [java.util.HashMap:values  Snapshot:addTransfer],0
sendGUISnapshot - [Snapshot] - void - [Snapshot:getMessage  ServerThread:sendToGUI  java.io.PrintStream:println],0
markerMessage - [java.lang.String  java.lang.String  java.lang.String] - java.lang.String - [java.util.HashMap:get  Branch_Server:snapExists  Branch_Server:transmitMarker  Branch_Server:handleMarker],0
withdrawal - [java.lang.String  float] - java.lang.String - [Branch_Server:getBranchFromAccountID  java.lang.String:equals  Branch_Server:checkOrCreateAccount  java.util.HashMap:get  Account:addBalance],0
deposit - [java.lang.String  float] - java.lang.String - [Branch_Server:getBranchFromAccountID  java.lang.String:equals  Branch_Server:getBranchFromAccountID  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  Branch_Server:checkOrCreateAccount  java.util.HashMap:get  Account:addBalance],0
validAccount - [java.lang.String] - boolean - [Branch_Server:validAccount  Branch_Server:getBranchFromAccountID  java.lang.String:equals  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.util.HashMap:containsKey  NetworkWrapper:whoNeighbors  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  NetworkWrapper:whoNeighbors  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.util.HashMap:get],0
transfer - [java.lang.String  java.lang.String  float] - java.lang.String - [Branch_Server:getBranchFromAccountID  java.lang.String:equals  Branch_Server:checkOrCreateAccount  Branch_Server:validAccount  java.util.HashMap:get  java.util.HashMap:get  Branch_Server:validAccount  Branch_Server:notifySnapshots  Account:addBalance  Branch_Server:validAccount  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  Account:addBalance  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  Branch_Server:sendTransfer  Branch_Server:getBranchFromAccountID  java.lang.String:equals  Branch_Server:checkOrCreateAccount  java.util.HashMap:get  java.util.HashMap:get  Branch_Server:notifySnapshots  Account:addBalance  Branch_Server:getBranchFromAccountID  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString],0
sendTransfer - [Account  Account  float] - void - [Account:getBranchID  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  NetworkWrapper:send],0
query - [java.lang.String] - java.lang.String - [Branch_Server:getBranchFromAccountID  java.lang.String:equals  Branch_Server:checkOrCreateAccount  java.util.HashMap:get  java.lang.StringBuilder:append  java.lang.StringBuilder:append  Account:getBalance  java.lang.StringBuilder:append  java.lang.StringBuilder:toString],0
checkOrCreateAccount - [java.lang.String] - void - [Branch_Server:validAccount  java.util.HashMap:put],0
transmitMarker - [java.lang.String  int] - void - [java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.util.HashMap:entrySet  NetworkWrapper:send],0
main - [java.lang.String[]] - void - [java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:append  java.lang.StringBuilder:toString  java.io.PrintStream:println  java.lang.String:split  java.lang.String:length  java.lang.String:split  Branch_Server:addInEdge  java.lang.String:split  java.lang.String:length  java.lang.String:split  Branch_Server:addOutEdge  java.lang.String:split  java.lang.String:length  java.lang.String:split  Branch_Server:addToCluster  Branch_Server:start  java.io.PrintStream:println],0
